Indexcd,Idxtrd01,Idxtrd02,Idxtrd03,Idxtrd04,Idxtrd05,Idxtrd06,Idxtrd07,Idxtrd08
399006,2013/3/13,835.46,836.28,821.35,834.05,31977.8,500086.87,-0.6891
399006,2013/3/14,832.29,845.6,831.57,842.04,28394.69,468443.57,0.9576
399006,2013/3/15,841.71,867.87,839.58,853.91,35374.46,613169.29,1.4097
399006,2013/3/18,852.15,862.82,850.1,852.12,28902.07,515730.42,-0.2095
399006,2013/3/19,850.06,854.25,829.19,842.69,30074.49,497463.98,-1.1069
399006,2013/3/20,842.71,866.27,842.58,866.27,33885.27,562495.26,2.7984
399006,2013/3/21,867.9,885.98,866.68,882.73,41008.19,705349.53,1.9009
399006,2013/3/22,881.9,884.24,876.92,882,32117.12,545787.92,-0.083
399006,2013/3/25,882.75,884.85,874.01,881.76,31595.31,531014.76,-0.0278
399006,2013/3/26,878.56,879.85,862.67,876.36,32621.29,542134.85,-0.6118
399006,2013/3/27,876.55,885.77,874.25,882.75,28531.95,492820.13,0.7293
399006,2013/3/28,877.85,877.85,861.65,867.51,32824.02,566335.96,-1.7265
399006,2013/3/29,868.09,872.78,860.96,866.46,26754.88,464749.66,-0.1217
399006,2013/4/1,866.65,879.92,865.98,877,27937.12,541293.01,1.2171
399006,2013/4/2,875.33,883.15,843.21,845.16,35233.57,689888.34,-3.6303
399006,2013/4/3,842.36,845.49,827.27,835.14,29658.11,538951.95,-1.1862
399006,2013/4/8,824.78,853.62,817.35,853.48,31185.46,573047.73,2.1968
399006,2013/4/9,854.51,864.12,853.94,861.99,26473.12,478869.27,0.9967
399006,2013/4/10,861.27,861.91,843.1,850.53,25521.53,458803.98,-1.3292
399006,2013/4/11,853.14,855.96,847.39,847.78,22083.14,374291.67,-0.3234
399006,2013/4/12,847.2,854.22,845.85,846.61,20537.47,350821.92,-0.138
399006,2013/4/15,844.11,845.75,834.01,836.34,18215.09,319537.44,-1.2131
399006,2013/4/16,828.94,846.05,824.84,846.05,19800.53,346604.17,1.1612
399006,2013/4/17,845.09,867.51,844.92,867.51,25583.29,489490.16,2.5361
399006,2013/4/18,862.7,876,860.72,873.48,27209.31,522282.52,0.6882
399006,2013/4/19,874.88,895.87,874.88,892.21,34508.77,647840.05,2.1442
399006,2013/4/22,890.93,916.02,889.26,916.02,38598.13,777562.32,2.6688
399006,2013/4/23,916.42,916.54,892.11,893.79,39618.39,778761.45,-2.4269
399006,2013/4/24,894.69,925.01,894.69,923.41,38967.15,794386.94,3.3135
399006,2013/4/25,924.22,937.56,903.61,903.63,48256.35,1044506.88,-2.1412
399006,2013/4/26,902,904.3,886.4,889.38,34324.5,707809.32,-1.5773
399006,2013/5/2,887.08,914.17,883.79,913.65,28073.51,631597.3,2.7289
399006,2013/5/3,916.01,940.28,916.01,939.21,39079.75,807296.73,2.7975
399006,2013/5/6,941.09,962.63,941.09,958.02,49741,988091.76,2.003
399006,2013/5/7,956.42,964.71,949.84,957.44,42553.37,821757.06,-0.0608
399006,2013/5/8,960.98,980.08,960.7,980.08,49387.06,1008662,2.365
399006,2013/5/9,978.94,994.27,978.07,992.16,58311.04,1209952.7,1.2323
399006,2013/5/10,989.15,996.59,977.43,988.3,54998.78,1085090.73,-0.3892
399006,2013/5/13,989.37,995.25,978.72,995.11,46609.5,921052.42,0.689
399006,2013/5/14,992.62,992.62,971.35,976.33,41301.27,825294.32,-1.8868
399006,2013/5/15,976.95,1012.67,976.95,1012.66,49975.59,985963.2,3.7203
399006,2013/5/16,1010.95,1034.35,999.49,1009.53,69363.19,1376481.81,-0.3091
399006,2013/5/17,1006.47,1029.11,1004.42,1023.4,54070.32,998037.09,1.3746
399006,2013/5/20,1025.17,1052.7,1025.17,1051.65,69754.98,1335090.84,2.7604
399006,2013/5/21,1049.6,1074.89,1045.46,1073.58,71233.79,1338948.28,2.0853
399006,2013/5/22,1067.44,1067.5,1036.31,1039.81,71105.03,1271088.31,-3.1457
399006,2013/5/23,1035.31,1061.53,1033.12,1042.9,58055.38,1025569.85,0.2968
399006,2013/5/24,1044.29,1073.78,1044.29,1073.78,61341.09,1094857.05,2.9615
399006,2013/5/27,1075.83,1091.25,1075.83,1089.72,67067.49,1213101.14,1.4847
399006,2013/5/28,1089.77,1090.16,1055.64,1059,61944.95,1087815.01,-2.8192
399006,2013/5/29,1055.6,1067.03,1053.18,1065.96,48707.35,853859.68,0.657
399006,2013/5/30,1063,1078.46,1059.83,1073.87,52143.43,975776.89,0.742
399006,2013/5/31,1074.48,1086.33,1068.07,1073.02,58308.83,1061134.04,-0.0788
399006,2013/6/3,1070.73,1074.82,1050.21,1052.14,55015.8,1087835.22,-1.9466
399006,2013/6/4,1049.1,1049.26,1011.4,1022.46,55323.45,1015060.52,-2.8205
399006,2013/6/5,1021.02,1038.03,1021.02,1032.76,42937.2,751870.26,1.007
399006,2013/6/6,1027.05,1031.36,1020.83,1022.13,42163.12,733608.39,-1.0289
399006,2013/6/7,1022.56,1039.65,1018.45,1030.14,46351.18,822392.02,0.7836
399006,2013/6/13,1019.47,1029.28,986.05,1029.28,46123.55,847047.72,-0.0839
399006,2013/6/14,1029.93,1069.81,1029.93,1068.15,51706.86,1015552.89,3.7766
399006,2013/6/17,1074.53,1091.91,1068.61,1073.69,60525.43,1235772.54,0.519
399006,2013/6/18,1073.31,1078.53,1053.33,1072.93,50720.86,1011251.21,-0.0709
399006,2013/6/19,1064.74,1070.35,1053.8,1067.63,46448.21,893689.72,-0.4944
399006,2013/6/20,1060.38,1067.95,1027.84,1029.53,49251.86,939999.77,-3.5684
399006,2013/6/21,1007.87,1030.13,988.22,1025.5,49576.31,869355.15,-0.3915
399006,2013/6/24,1023.22,1023.22,961.84,971.45,54930.85,922676.13,-5.2699
399006,2013/6/25,958.35,991.64,903.67,984.75,70768.51,1206554.02,1.3683
399006,2013/6/26,984.94,1039.01,984.88,1038.98,70348.79,1295843.42,5.507
399006,2013/6/27,1043.66,1063.02,1020.46,1022.5,73448.72,1385390.66,-1.5855
399006,2013/6/28,1012.64,1037.42,1002.19,1011.66,52403.26,961044.88,-1.0606
399006,2013/7/1,1011.27,1055.84,1005.8,1055.84,51998.56,1010301.36,4.3672
399006,2013/7/2,1056.91,1086.4,1056.91,1083.25,68907.67,1391670.46,2.5959
399006,2013/7/3,1079.65,1108.49,1065.51,1104.58,68707.88,1428647.34,1.9691
399006,2013/7/4,1097.77,1105.79,1085.4,1087.9,58909.74,1192256.53,-1.5095
399006,2013/7/5,1087.69,1091.82,1057.13,1057.27,55023.64,1089053.46,-2.8156
399006,2013/7/8,1035.94,1057.04,1015.67,1030.6,52438.88,953166.11,-2.5224
399006,2013/7/9,1028.56,1051.51,1026.46,1050.72,45356.38,873383.64,1.9514
399006,2013/7/10,1049.21,1069.39,1048.73,1068.86,50964.06,1016037.67,1.7266
399006,2013/7/11,1066.7,1082.78,1057.44,1080.78,56748.87,1074279.16,1.1157
399006,2013/7/12,1079.33,1117.69,1077.31,1096.3,62689.78,1291686.48,1.4354
399006,2013/7/15,1096.19,1139.57,1096.19,1139.57,71798.18,1469062.73,3.947
399006,2013/7/16,1141.57,1153.07,1129.74,1143.2,67390.68,1308244.49,0.3184
399006,2013/7/17,1140.73,1149.47,1118.85,1129.48,61869.05,1204583.85,-1.1997
399006,2013/7/18,1124.79,1138.09,1118.63,1127.97,54302.8,1009583.12,-0.134
399006,2013/7/19,1125.77,1156.09,1116.01,1116.01,66214.43,1256874.84,-1.0604
399006,2013/7/22,1109.96,1153.77,1107.34,1153.77,60726.67,1148845.09,3.3841
399006,2013/7/23,1161.08,1179.46,1160.45,1178.59,74644.46,1442864.11,2.1509
399006,2013/7/24,1181.36,1208.13,1177.59,1203.31,79382.21,1513889.96,2.0974
399006,2013/7/25,1205.62,1207.23,1148.81,1150.39,79455.22,1529858.47,-4.398
399006,2013/7/26,1150.25,1166.21,1133.16,1158.35,54512.87,1084349.21,0.6925
399006,2013/7/29,1155.81,1168.47,1136.4,1136.98,56521.19,1172337.85,-1.8449
399006,2013/7/30,1137.15,1147.02,1095.65,1124.1,53826.51,1068971.25,-1.133
399006,2013/7/31,1126.1,1143.37,1117.34,1134.02,46450.88,900341.81,0.8819
399006,2013/8/1,1135.45,1191.12,1135.45,1190.11,65973.75,1305048.94,4.9468
399006,2013/8/2,1196.17,1208.33,1187.31,1188.85,71412.83,1359719.2,-0.106
399006,2013/8/5,1186.73,1202.83,1182.54,1202.83,52551.17,1005597.05,1.176
399006,2013/8/6,1202.09,1219.12,1200.69,1211.78,58594.11,1204862.77,0.7441
399006,2013/8/7,1208.5,1209.37,1173.26,1175.7,57341.65,1109228.34,-2.9774
399006,2013/8/8,1172.09,1195.92,1165.32,1185.96,46877.89,891248.53,0.8721
399006,2013/8/9,1185.64,1194.78,1153.45,1172.52,49295.15,946549.4,-1.1329
399006,2013/8/12,1174.09,1185.37,1146.02,1161.87,53229.07,1013721.44,-0.908
399006,2013/8/13,1161.49,1180.61,1151.68,1172.33,49928.37,897101.96,0.9
399006,2013/8/14,1175.63,1186.29,1160.02,1180.66,63172.44,1128991.35,0.7103
399006,2013/8/15,1177.85,1184.4,1165.77,1167.09,59162.97,1010510.75,-1.1487
399006,2013/8/16,1158.96,1178.84,1131.44,1132.09,57598.79,1009310.97,-2.9996
399006,2013/8/19,1126.64,1172.03,1125.59,1171.4,48785.85,924663.66,3.4729
399006,2013/8/20,1170.99,1180.99,1164.38,1175.78,54494.14,969212.46,0.374
399006,2013/8/21,1173.61,1185.54,1169.49,1181.34,50408.1,906479.26,0.4726
399006,2013/8/22,1180.19,1204.59,1178.41,1197.13,54595.9,1037708.47,1.337
399006,2013/8/23,1200.68,1225.89,1188.82,1219.83,65881.97,1408179.11,1.8954
399006,2013/8/26,1220.98,1241.47,1220.58,1238.17,55206.91,1162625.95,1.5041
399006,2013/8/27,1238.27,1251.04,1226.38,1250.75,51938.81,1043644.7,1.0159
399006,2013/8/28,1244.01,1253.4,1228,1228,62693.34,1343455.86,-1.8194
399006,2013/8/29,1224.61,1236.46,1217.52,1226.3,44611.59,976223.56,-0.1384
399006,2013/8/30,1221.87,1226.36,1181.89,1185.15,54853.16,1100079.7,-3.3557
399006,2013/9/2,1179.32,1210.53,1178.01,1210.19,40631.47,838740.26,2.1128
399006,2013/9/3,1217.77,1234.59,1214.3,1234.59,43838.56,986335.17,2.0164
399006,2013/9/4,1233.5,1245.78,1227.32,1236.35,48223.69,1088098.25,0.1428
399006,2013/9/5,1233.82,1267.53,1233.26,1267.26,54373.5,1291156.65,2.5001
399006,2013/9/6,1267.84,1288.26,1261.58,1282.75,52601.81,1267137.95,1.222
399006,2013/9/9,1282.65,1283.7,1258.13,1275.91,63354.71,1400151.38,-0.5328
399006,2013/9/10,1277.87,1278.04,1254.01,1263.59,64082.77,1373006.2,-0.9658
399006,2013/9/11,1256.66,1256.66,1216.37,1220.71,66119.07,1301461.08,-3.3938
399006,2013/9/12,1215.69,1236.59,1211.6,1220.63,44102.88,839332.06,-0.0059
399006,2013/9/13,1221.15,1256.04,1210.4,1253.45,48587.86,1085558.87,2.6884
399006,2013/9/16,1254.47,1297.64,1254.47,1278.8,52474.37,1321365.14,2.0224
399006,2013/9/17,1279.26,1285.63,1267.71,1269.36,47863.93,1110409.65,-0.738
399006,2013/9/18,1268.34,1292.33,1262.33,1289.64,49037.47,1083054.53,1.5978
399006,2013/9/23,1292.76,1326.41,1291.33,1326.09,60474.39,1315483.28,2.8263
399006,2013/9/24,1325.89,1340.52,1310.33,1328.4,64144.33,1498799.35,0.1744
399006,2013/9/25,1324.19,1344.39,1320.11,1323.04,56579.06,1317756.74,-0.4038
399006,2013/9/26,1318.52,1332.12,1301.14,1306.34,51608.88,1205214.92,-1.2619
399006,2013/9/27,1305.51,1330.69,1301.48,1323.76,46348.65,1173198.69,1.3331
399006,2013/9/30,1329.56,1368.66,1329.56,1367.91,44319.75,1149325.32,3.3354
399006,2013/10/8,1376.37,1389.73,1363.9,1387.66,54519.71,1540942.33,1.4439
399006,2013/10/9,1385.96,1418.48,1382.1,1415.83,58967.36,1611622.73,2.03
399006,2013/10/10,1422.36,1423.97,1377.32,1378.15,73453.7,1986061.12,-2.6617
399006,2013/10/11,1377.98,1386.54,1357.49,1379.9,65963.9,1662416.55,0.1271
399006,2013/10/14,1374.47,1394.34,1370.72,1393.6,65833.79,1576400.86,0.993
399006,2013/10/15,1397.21,1409.5,1378.81,1389.75,71900.97,1719089.86,-0.2765
399006,2013/10/16,1393.01,1393.1,1323.87,1335.1,72270.45,1753396.33,-3.9323
399006,2013/10/17,1339.31,1355.65,1317.75,1322.99,71397.95,1667767.63,-0.9072
399006,2013/10/18,1327.1,1353.97,1327.1,1349.94,57537.7,1342762.46,2.037
399006,2013/10/21,1358.88,1403.11,1358.88,1400.97,78083.51,1765103.46,3.7802
399006,2013/10/22,1401.47,1408.46,1348.69,1350.47,97692.14,2269210.6,-3.6042
399006,2013/10/23,1336.23,1336.23,1293.82,1311.23,82450.65,1822989.2,-2.9058
399006,2013/10/24,1307.11,1319.37,1287.88,1295.93,54262,1228709.83,-1.1668
399006,2013/10/25,1298.72,1304.49,1255.59,1269.17,66479.38,1460377.19,-2.065
399006,2013/10/28,1264.14,1286,1262.34,1279.05,54707.76,1187838.95,0.7784
399006,2013/10/29,1276.27,1292.97,1205,1261.68,77717.67,1668891.91,-1.3577
399006,2013/10/30,1256.24,1274.34,1251.01,1273.29,53570.38,1233659.89,0.92
399006,2013/10/31,1266.56,1266.56,1232.4,1235.56,48360.82,1070105.34,-2.9637
399006,2013/11/1,1227.69,1233.57,1198.81,1221.96,53151.16,1208711.72,-1.1002
399006,2013/11/4,1217.28,1240.88,1216.85,1222.46,43844.29,954584.28,0.0404
399006,2013/11/5,1217.64,1260.37,1208.35,1260.03,53598.76,1172059.76,3.0732
399006,2013/11/6,1255.47,1277.43,1241.76,1241.79,59974.18,1317660.31,-1.4473
399006,2013/11/7,1234.24,1250.57,1219.31,1224.05,44303.29,971174.88,-1.4285
399006,2013/11/8,1215.68,1226.32,1204.52,1211.11,44538.88,971090.01,-1.0571
399006,2013/11/11,1208.26,1223.77,1191.18,1212.69,36214.81,802553.56,0.1304
399006,2013/11/12,1213.31,1233.19,1209.54,1228.35,45638.72,980093.28,1.2911
399006,2013/11/13,1226.53,1236.39,1210.66,1212.08,43418.83,976169.63,-1.3242
399006,2013/11/14,1207.45,1251.77,1200.71,1249.67,54143.59,1247186.81,3.101
399006,2013/11/15,1248.26,1287.08,1248.07,1269.05,63798.41,1472623.96,1.5512
399006,2013/11/18,1275.55,1295.21,1275.55,1291.15,59463.46,1314827.68,1.7414
399006,2013/11/19,1293.06,1312.07,1289.91,1298.17,56885.4,1278087.53,0.5433
399006,2013/11/20,1299.68,1303.45,1283.66,1299.26,48865.41,1111771.04,0.0846
399006,2013/11/21,1295.93,1304.74,1288.21,1298.95,57855.74,1338505.13,-0.0239
399006,2013/11/22,1298.47,1300.96,1283.88,1295.07,49963.46,1196192.58,-0.2992
399006,2013/11/25,1290.84,1305.23,1283.66,1293.8,46240.55,1130999.5,-0.0982
399006,2013/11/26,1291.62,1299.67,1280.01,1291.85,48226.77,1121610.94,-0.15
399006,2013/11/27,1290.19,1336.17,1288.58,1329.48,64241.39,1590107.35,2.9123
399006,2013/11/28,1333.05,1342.82,1331.45,1336.66,57918.85,1393677.76,0.5404
399006,2013/11/29,1335.63,1369.12,1335.63,1366.83,64520.87,1559532.94,2.2573
399006,2013/12/2,1296.7,1317.69,1253.34,1253.93,87515.77,1936021.85,-8.2603
399006,2013/12/3,1223.38,1261.77,1198.06,1255.33,72557.32,1476641.58,0.1116
399006,2013/12/4,1249.59,1276.06,1240.08,1240.29,66832.38,1283418.45,-1.1983
399006,2013/12/5,1234.5,1236.1,1200.46,1202.07,67675.9,1295745.92,-3.0816
399006,2013/12/6,1196.32,1215.49,1194.75,1206.78,51072.98,1006108.68,0.3924
399006,2013/12/9,1211.39,1241.77,1211.39,1241.72,53553.41,1128830.34,2.8946
399006,2013/12/10,1244.57,1249.36,1227.06,1231.92,51204.06,1026312.91,-0.7887
399006,2013/12/11,1230.78,1255.06,1226.58,1244.51,48262.32,1094027.34,1.0215
399006,2013/12/12,1242.15,1285.27,1238.95,1279.32,61061.38,1407080.13,2.7973
399006,2013/12/13,1274.17,1286.72,1268.65,1278.14,53842.33,1157256.13,-0.0918
399006,2013/12/16,1279.06,1293.94,1266.94,1279.96,60186.27,1273051.72,0.142
399006,2013/12/17,1278.53,1282.17,1248.82,1267.67,49840.02,1097628.33,-0.9598
399006,2013/12/18,1267.77,1267.77,1245.96,1256,45603.56,1023855.64,-0.9208
399006,2013/12/19,1253.43,1281.82,1253.43,1256.08,48948.63,1137581.98,0.0067
399006,2013/12/20,1255.82,1266.03,1246.39,1253.71,42868.89,930417.8,-0.1887
399006,2013/12/23,1251.41,1253.67,1224.99,1242.81,47891.82,1007239.77,-0.8701
399006,2013/12/24,1242,1264.72,1241.91,1258.82,49358.74,1010129.32,1.2888
399006,2013/12/25,1262,1288.85,1258.41,1288.34,55481.14,1154869.68,2.3449
399006,2013/12/26,1290.87,1297.47,1268.14,1269.54,56248.76,1219823.72,-1.4597
399006,2013/12/27,1265.08,1297.62,1265.08,1294.3,54169.93,1116291.87,1.9509
399006,2013/12/30,1294.42,1307.99,1292.83,1307.99,54754.65,1162195.72,1.0574
399006,2013/12/31,1302.67,1309.34,1288.94,1304.44,51630.02,1088956.71,-0.271
399006,2014/1/2,1302.3,1333.1,1299.34,1333,54710.69,1237334.93,2.1894
399006,2014/1/3,1332.35,1355.12,1331.97,1352.84,62093.97,1465263.53,1.4881
399006,2014/1/6,1350.31,1354.15,1322.72,1323.33,55634.93,1302021.48,-2.1815
399006,2014/1/7,1315.44,1355.4,1312.27,1352.28,53187.61,1190972.21,2.1875
399006,2014/1/8,1363.31,1409.21,1363.31,1405.02,86852.17,2091443.91,3.9006
399006,2014/1/9,1401.8,1423.84,1379.65,1380.24,76287.16,1910579.35,-1.7636
399006,2014/1/10,1373.52,1385.86,1347.61,1353.3,43909.92,1014733.01,-1.952
399006,2014/1/13,1352.01,1374.15,1349.25,1362.79,44610.49,995459.45,0.701
399006,2014/1/14,1364.8,1400.92,1364.8,1400.92,48107.48,1099666.55,2.7978
399006,2014/1/15,1399.67,1417.42,1397.95,1415.32,47630.04,1111445.02,1.0284
399006,2014/1/16,1415.57,1423.12,1392.01,1395.16,47981.4,1130454.96,-1.4244
399006,2014/1/17,1395.03,1411.55,1391.62,1395.51,47938.95,1169704.94,0.0248
399006,2014/1/20,1393.88,1400.94,1362.45,1372.74,51464.14,1245381.53,-1.6319
399006,2014/1/21,1370.69,1407.45,1370.69,1407.15,52100.26,1283998.18,2.5071
399006,2014/1/22,1407.46,1432,1407.46,1431.74,63984.93,1578354.45,1.7474
399006,2014/1/23,1433.7,1472.34,1433.17,1461.53,73752.86,1915842.87,2.0803
399006,2014/1/24,1458.21,1493.64,1455.95,1484.43,67533.69,1698102.25,1.5673
399006,2014/1/27,1477.46,1500.46,1465.14,1477.67,70427.68,1767361.95,-0.4556
399006,2014/1/28,1476.59,1486.42,1448.47,1471.34,55084.02,1417459.33,-0.4283
399006,2014/1/29,1472.54,1497.72,1469.58,1496.53,55304.06,1436399.29,1.7118
399006,2014/1/30,1494.12,1507.87,1486.82,1495.98,54295.95,1406671.17,-0.0367
399006,2014/2/7,1489.05,1532.82,1483.69,1532.69,56031.73,1408655.03,2.4538
399006,2014/2/10,1536.99,1557.03,1525.94,1553.42,72662.72,1837398.13,1.3524
399006,2014/2/11,1550.62,1559.77,1506.04,1527.15,78564.96,1989592.46,-1.6907
399006,2014/2/12,1527.1,1540.33,1513.91,1539.97,66224.36,1645675,0.8391
399006,2014/2/13,1537.26,1539.66,1484.42,1485.13,76617.86,1850625.52,-3.5608
399006,2014/2/14,1484.56,1516.43,1475.95,1515.78,58167.37,1424291.35,2.064
399006,2014/2/17,1521.17,1559.12,1521.17,1558.62,72008.34,1782624.32,2.8257
399006,2014/2/18,1558.74,1561.77,1539.21,1545.34,66130.9,1610130.44,-0.8517
399006,2014/2/19,1544.64,1551.88,1524.39,1544.4,66742.01,1578653.78,-0.0608
399006,2014/2/20,1545.26,1545.51,1504.17,1515.16,61416.5,1470361.3,-1.8932
399006,2014/2/21,1512.17,1526.03,1503.81,1519.67,48490.36,1192868.47,0.2971
399006,2014/2/24,1517.97,1542.31,1510.46,1540.03,55994.68,1442558.3,1.3398
399006,2014/2/25,1543.97,1571.4,1460.41,1472.69,87739.71,2243481.58,-4.3723
399006,2014/2/26,1452.06,1468,1415.25,1465.99,62030.6,1555686.75,-0.4554
399006,2014/2/27,1467.27,1496.62,1410.97,1414.66,65858.58,1717450.03,-3.5013
399006,2014/2/28,1410.4,1436.88,1393,1434.89,50342.07,1234340.26,1.4305
399006,2014/3/3,1433.9,1466.23,1431.14,1465.14,48360.34,1159282.69,2.1078
399006,2014/3/4,1462.26,1475.5,1446.27,1460.45,48026.37,1220081.51,-0.3199
399006,2014/3/5,1467.06,1471.04,1454.94,1464.58,46985.4,1172578.29,0.2825
399006,2014/3/6,1461.12,1464.41,1427,1462.53,50242.44,1305044.58,-0.14
399006,2014/3/7,1463.93,1477.96,1453.63,1460.61,50304.34,1265496.48,-0.1311
399006,2014/3/10,1446.06,1446.06,1404.59,1407.07,50409.37,1143047.53,-3.6655
399006,2014/3/11,1399.9,1410.38,1380.97,1395.81,41489.21,931037.14,-0.8002
399006,2014/3/12,1390.86,1418.61,1378.89,1399.27,45151.11,1053711.54,0.2474
399006,2014/3/13,1401.55,1437.15,1401.43,1436.86,34387.19,852247.71,2.6864
399006,2014/3/14,1433.46,1450.38,1424.01,1434.02,32614.97,790724.25,-0.1973
399006,2014/3/17,1436.11,1477.68,1435.32,1477.42,38034.6,972215.74,3.026
399006,2014/3/18,1479.38,1493.39,1478.72,1485.64,48482.74,1229613.33,0.5567
399006,2014/3/19,1481.49,1482.3,1456.9,1466.22,41883.01,1045878.93,-1.3074
399006,2014/3/20,1463.07,1466.42,1417.17,1417.66,46783.06,1168814.54,-3.3119
399006,2014/3/21,1405.9,1427.92,1379.74,1419.84,44610.97,1061766.83,0.1539
399006,2014/3/24,1411.78,1416.86,1392.51,1397.29,39256.49,937532.23,-1.5879
399006,2014/3/25,1392.14,1410.48,1385,1394.82,30994.89,766290.23,-0.1768
399006,2014/3/26,1396.91,1424.25,1396.91,1417.61,38743.84,944689.58,1.6339
399006,2014/3/27,1415.55,1417.36,1367.96,1367.96,40855.39,969636.27,-3.5024
399006,2014/3/28,1363.87,1364.26,1317.41,1330.5,45796.07,1028581.71,-2.7387
399006,2014/3/31,1327.23,1340.47,1315.49,1327.8,28272.74,655867.92,-0.2029
399006,2014/4/1,1327.18,1355.74,1326.25,1355.05,31141.88,757168.43,2.0523
399006,2014/4/2,1356.68,1360.88,1316.9,1327.98,32459.5,822936.05,-1.9976
399006,2014/4/3,1326.81,1344.32,1318.82,1326.18,30198.43,725936.43,-0.1361
399006,2014/4/4,1323.41,1347.05,1316.95,1346.74,27703.56,678332.4,1.5505
399006,2014/4/8,1335.39,1351.83,1327.8,1351.18,37943.71,842629.17,0.3301
399006,2014/4/9,1355.37,1376.69,1355.37,1370.46,40887.32,968088.08,1.4268
399006,2014/4/10,1374.61,1395.04,1374.61,1381.14,47083.82,1144321.35,0.7793
399006,2014/4/11,1370.4,1370.4,1352.13,1363.9,35109.37,837157.12,-1.2485
399006,2014/4/14,1367.75,1378.32,1367.75,1372.73,33503.84,817123.01,0.6473
399006,2014/4/15,1375.69,1380.86,1367.23,1369.89,33588.59,831113.73,-0.2068
399006,2014/4/16,1365.83,1367.91,1353.78,1359.3,26017.84,632200.71,-0.7727
399006,2014/4/17,1360.75,1373.85,1360.75,1367.59,28346.31,653145.03,0.6097
399006,2014/4/18,1365.36,1377.84,1362.61,1377.42,30525.58,667293.56,0.7186
399006,2014/4/21,1367.93,1384.69,1363.01,1363.85,35243.66,809158.23,-0.985
399006,2014/4/22,1361.58,1367.63,1317.1,1336.19,36671.31,857479.16,-2.0284
399006,2014/4/23,1332.93,1338.67,1318.24,1326.44,29589.9,691391.51,-0.7296
399006,2014/4/24,1325.86,1326.96,1303.23,1319.51,31807.01,731266.17,-0.5227
399006,2014/4/25,1316.37,1318.07,1290.36,1291.9,28499.79,637547.11,-2.0918
399006,2014/4/28,1283.64,1283.87,1256.12,1257.26,32880.93,701045.53,-2.6813
399006,2014/4/29,1253.24,1274.21,1248.32,1266.54,27025.26,598481.99,0.7381
399006,2014/4/30,1266.34,1287.77,1266.34,1283.21,27299.2,602947.11,1.3159
399006,2014/5/5,1281.16,1302.68,1279.31,1302.15,26505.64,603880.61,1.4758
399006,2014/5/6,1301.59,1327.8,1301.59,1316.86,34261.77,804225.6,1.1298
399006,2014/5/7,1313.38,1313.38,1289.56,1290.03,30290.27,655644.24,-2.0377
399006,2014/5/8,1284.44,1300.83,1279.29,1279.84,26775.83,588926.05,-0.7898
399006,2014/5/9,1279.68,1282.82,1249.56,1258.58,30102.93,618454.41,-1.6606
399006,2014/5/12,1263.92,1281.1,1250.94,1278.28,31967.33,658206.15,1.5651
399006,2014/5/13,1274.57,1293.82,1273.33,1276.24,31526.14,661512.99,-0.1594
399006,2014/5/14,1273.21,1282.35,1269.24,1278.66,26029.18,551482.45,0.1894
399006,2014/5/15,1276.64,1283.43,1253.62,1253.88,33556.8,730020.93,-1.9381
399006,2014/5/16,1250.38,1252.39,1210.81,1226.47,34749.26,742788.96,-2.1857
399006,2014/5/19,1224.65,1233.84,1213.99,1228.37,26790.89,573798.29,0.1548
399006,2014/5/20,1239.65,1261.94,1239.65,1244.65,34429.53,746189.58,1.325
399006,2014/5/21,1241.02,1257.8,1231.87,1257.8,28597.47,566046.18,1.0564
399006,2014/5/22,1259.87,1287.87,1259.87,1269.51,43701.31,922769.6,0.9316
399006,2014/5/23,1269.18,1296.84,1262.1,1296,46431.1,899611.06,2.0862
399006,2014/5/26,1301.87,1323.84,1301.87,1320.76,60253.82,1178708.62,1.9106
399006,2014/5/27,1319.66,1319.66,1303.15,1306.28,45510.54,871257.09,-1.096
399006,2014/5/28,1306.29,1339.03,1306.29,1338.97,61787.22,1232865.85,2.5023
399006,2014/5/29,1338.3,1341.57,1312.42,1314.21,49972.44,1052217.11,-1.8491
399006,2014/5/30,1312.3,1323.59,1300.09,1318.13,45421.02,873482.1,0.2979
399006,2014/6/3,1317.99,1332.78,1317.99,1319.63,47311.19,944639.02,0.1136
399006,2014/6/4,1318.33,1321.72,1303.36,1321.72,51909.01,1001923.26,0.1586
399006,2014/6/5,1320.14,1356.53,1317.53,1355.48,69966.37,1417113.6,2.5546
399006,2014/6/6,1354.91,1362.98,1340.83,1350.45,63919.26,1289699.67,-0.3715
399006,2014/6/9,1348.77,1349.92,1326.63,1326.68,50760.09,1002508.87,-1.7603
399006,2014/6/10,1327.11,1356.97,1316.84,1353.87,62581.85,1257769.25,2.0499
399006,2014/6/11,1350.38,1371.25,1348.4,1367.39,63860.48,1325519.68,0.9984
399006,2014/6/12,1364.41,1375.98,1358.08,1363.74,62526.21,1263573.87,-0.2669
399006,2014/6/13,1361.09,1386.35,1359.65,1382.73,67856.69,1357321.28,1.3928
399006,2014/6/16,1384.16,1397.63,1384.16,1395.61,70872.51,1393638.88,0.9313
399006,2014/6/17,1396.38,1396.38,1377.4,1377.43,61558.92,1253324.44,-1.3027
399006,2014/6/18,1377.58,1384.87,1363.75,1363.99,53692.12,1079236.93,-0.9757
399006,2014/6/19,1363.45,1370.31,1310.49,1320.66,61692.63,1201522.85,-3.1771
